NAME,INSTALLED,FIXED-IN,TYPE,VULNERABILITY,SEVERITY,DATE,DESCRIPTION,COMBINED
libcurl3-gnutls,7.64.0-4+deb10u1, ,deb,CVE-2021-22923,Negligible,2021-08-05T21:15:11.293,"""When curl is instructed to get content using the metalink feature, and a user name and password are used to download the metalink XML file, those same credentials are then subsequently passed on to each of the servers from which curl will download or try to download the contents from. Often contrary to the user's expectations and intentions and without telling the user it happened.""",libcurl3-gnutls7.64.0-4+deb10u1 debCVE-2021-22923Negligible
libcurl3-gnutls,7.64.0-4+deb10u1, ,deb,CVE-2021-22922,Negligible,2021-08-05T21:15:11.173,"'When curl is instructed to download content using the metalink feature, thecontents is verified against a hash provided in the metalink XML file.The metalink XML file points out to the client how to get the same contentfrom a set of different URLs, potentially hosted by different servers and theclient can then download the file from one or several of them. In a serial orparallel manner.If one of the servers hosting the contents has been breached and the contentsof the specific file on that server is replaced with a modified payload, curlshould detect this when the hash of the file mismatches after a completeddownload. It should remove the contents and instead try getting the contentsfrom another URL. This is not done, and instead such a hash mismatch is onlymentioned in text and the potentially malicious content is kept in the file ondisk.'",libcurl3-gnutls7.64.0-4+deb10u1 debCVE-2021-22922Negligible
libcurl3-gnutls,7.64.0-4+deb10u1, ,deb,CVE-2020-19909,Negligible,2023-08-22T19:16:06.480,"'Integer overflow vulnerability in tool_operate.c in curl 7.65.2 via a large value as the retry delay. NOTE: many parties report that this has no direct security impact on the curl user; however, it may (in theory) cause a denial of service to associated systems or networks if, for example, --retry-delay is misinterpreted as a value much smaller than what was intended. This is not especially plausible because the overflow only happens if the user was trying to specify that curl should wait weeks (or longer) before trying to recover from a transient error.'",libcurl3-gnutls7.64.0-4+deb10u1 debCVE-2020-19909Negligible
libdw1,0.176-1.1,0.176-1.1+deb10u1,deb,CVE-2020-21047,Medium,2023-08-22T19:16:09.657,"'The libcpu component which is used by libasm of elfutils version 0.177 (git 47780c9e), suffers from denial-of-service vulnerability caused by application crashes due to out-of-bounds write (CWE-787), off-by-one error (CWE-193) and reachable assertion (CWE-617); to exploit the vulnerability, the attackers need to craft certain ELF files which bypass the missing bound checks.'",libdw10.176-1.10.176-1.1+deb10u1debCVE-2020-21047Medium
libelf1,0.176-1.1,0.176-1.1+deb10u1,deb,CVE-2020-21047,Medium,2023-08-22T19:16:09.657,"'The libcpu component which is used by libasm of elfutils version 0.177 (git 47780c9e), suffers from denial-of-service vulnerability caused by application crashes due to out-of-bounds write (CWE-787), off-by-one error (CWE-193) and reachable assertion (CWE-617); to exploit the vulnerability, the attackers need to craft certain ELF files which bypass the missing bound checks.'",libelf10.176-1.10.176-1.1+deb10u1debCVE-2020-21047Medium
libdw1,0.176-1.1, ,deb,CVE-2021-33294,Negligible,2023-07-18T14:15:11.673,"'In elfutils 0.183, an infinite loop was found in the function handle_symtab in readelf.c .Which allows attackers to cause a denial of service (infinite loop) via crafted file.'",libdw10.176-1.1 debCVE-2021-33294Negligible
libelf1,0.176-1.1, ,deb,CVE-2021-33294,Negligible,2023-07-18T14:15:11.673,"'In elfutils 0.183, an infinite loop was found in the function handle_symtab in readelf.c .Which allows attackers to cause a denial of service (infinite loop) via crafted file.'",libelf10.176-1.1 debCVE-2021-33294Negligible
libexpat1,2.2.6-2+deb10u1,2.2.6-2+deb10u3,deb,CVE-2022-25315,Critical,2022-02-18T05:15:08.237,"'In Expat (aka libexpat) before 2.4.5, there is an integer overflow in storeRawNames.'",libexpat12.2.6-2+deb10u12.2.6-2+deb10u3debCVE-2022-25315Critical
libexpat1,2.2.6-2+deb10u1,2.2.6-2+deb10u3,deb,CVE-2022-25236,Critical,2022-02-16T01:15:07.650,'xmlparse.c in Expat (aka libexpat) before 2.4.5 allows attackers to insert namespace-separator characters into namespace URIs.',libexpat12.2.6-2+deb10u12.2.6-2+deb10u3debCVE-2022-25236Critical
libexpat1,2.2.6-2+deb10u1,2.2.6-2+deb10u3,deb,CVE-2022-25235,Critical,2022-02-16T01:15:07.607,"'xmltok_impl.c in Expat (aka libexpat) before 2.4.5 lacks certain validation of encoding, such as checks for whether a UTF-8 character is valid in a certain context.'",libexpat12.2.6-2+deb10u12.2.6-2+deb10u3debCVE-2022-25235Critical
libexpat1,2.2.6-2+deb10u1,2.2.6-2+deb10u2,deb,CVE-2022-23852,Critical,2022-01-24T02:15:06.733,"'Expat (aka libexpat) before 2.4.4 has a signed integer overflow in XML_GetBuffer, for configurations with a nonzero XML_CONTEXT_BYTES.'",libexpat12.2.6-2+deb10u12.2.6-2+deb10u2debCVE-2022-23852Critical
libexpat1,2.2.6-2+deb10u1,2.2.6-2+deb10u2,deb,CVE-2022-22824,Critical,2022-01-10T14:12:56.567,'defineAttribute in xmlparse.c in Expat (aka libexpat) before 2.4.3 has an integer overflow.',libexpat12.2.6-2+deb10u12.2.6-2+deb10u2debCVE-2022-22824Critical
libexpat1,2.2.6-2+deb10u1,2.2.6-2+deb10u2,deb,CVE-2022-22823,Critical,2022-01-10T14:12:56.270,'build_model in xmlparse.c in Expat (aka libexpat) before 2.4.3 has an integer overflow.',libexpat12.2.6-2+deb10u12.2.6-2+deb10u2debCVE-2022-22823Critical
libexpat1,2.2.6-2+deb10u1,2.2.6-2+deb10u2,deb,CVE-2022-22822,Critical,2022-01-10T14:12:56.047,'addBinding in xmlparse.c in Expat (aka libexpat) before 2.4.3 has an integer overflow.',libexpat12.2.6-2+deb10u12.2.6-2+deb10u2debCVE-2022-22822Critical
libexpat1,2.2.6-2+deb10u1,2.2.6-2+deb10u6,deb,CVE-2022-43680,High,2022-10-24T14:15:53.323,"'In libexpat through 2.4.9, there is a use-after free caused by overeager destruction of a shared DTD in XML_ExternalEntityParserCreate in out-of-memory situations.'",libexpat12.2.6-2+deb10u12.2.6-2+deb10u6debCVE-2022-43680High
libexpat1,2.2.6-2+deb10u1,2.2.6-2+deb10u5,deb,CVE-2022-40674,High,2022-09-14T11:15:54.020,'libexpat before 2.4.9 has a use-after-free in the doContent function in xmlparse.c.',libexpat12.2.6-2+deb10u12.2.6-2+deb10u5debCVE-2022-40674High
libexpat1,2.2.6-2+deb10u1,2.2.6-2+deb10u3,deb,CVE-2022-25314,High,2022-02-18T05:15:08.187,"'In Expat (aka libexpat) before 2.4.5, there is an integer overflow in copyString.'",libexpat12.2.6-2+deb10u12.2.6-2+deb10u3debCVE-2022-25314High
libexpat1,2.2.6-2+deb10u1,2.2.6-2+deb10u2,deb,CVE-2022-23990,High,2022-01-26T19:15:08.517,'Expat (aka libexpat) before 2.4.4 has an integer overflow in the doProlog function.',libexpat12.2.6-2+deb10u12.2.6-2+deb10u2debCVE-2022-23990High
libexpat1,2.2.6-2+deb10u1,2.2.6-2+deb10u2,deb,CVE-2022-22827,High,2022-01-10T14:12:57.363,'storeAtts in xmlparse.c in Expat (aka libexpat) before 2.4.3 has an integer overflow.',libexpat12.2.6-2+deb10u12.2.6-2+deb10u2debCVE-2022-22827High
libexpat1,2.2.6-2+deb10u1,2.2.6-2+deb10u2,deb,CVE-2022-22826,High,2022-01-10T14:12:57.113,'nextScaffoldPart in xmlparse.c in Expat (aka libexpat) before 2.4.3 has an integer overflow.',libexpat12.2.6-2+deb10u12.2.6-2+deb10u2debCVE-2022-22826High
libexpat1,2.2.6-2+deb10u1,2.2.6-2+deb10u2,deb,CVE-2022-22825,High,2022-01-10T14:12:56.847,'lookup in xmlparse.c in Expat (aka libexpat) before 2.4.3 has an integer overflow.',libexpat12.2.6-2+deb10u12.2.6-2+deb10u2debCVE-2022-22825High
libexpat1,2.2.6-2+deb10u1,2.2.6-2+deb10u2,deb,CVE-2021-46143,High,2022-01-06T04:15:07.017,"'In doProlog in xmlparse.c in Expat (aka libexpat) before 2.4.3, an integer overflow exists for m_groupSize.'",libexpat12.2.6-2+deb10u12.2.6-2+deb10u2debCVE-2021-46143High
libexpat1,2.2.6-2+deb10u1,2.2.6-2+deb10u2,deb,CVE-2021-45960,High,2022-01-01T19:15:08.030,"'In Expat (aka libexpat) before 2.4.3, a left shift by 29 (or more) places in the storeAtts function in xmlparse.c can lead to realloc misbehavior (e.g., allocating too few bytes, or only freeing memory).'",libexpat12.2.6-2+deb10u12.2.6-2+deb10u2debCVE-2021-45960High
libexpat1,2.2.6-2+deb10u1,2.2.6-2+deb10u3,deb,CVE-2022-25313,Medium,2022-02-18T05:15:08.130,"'In Expat (aka libexpat) before 2.4.5, an attacker can trigger stack exhaustion in build_model via a large nesting depth in the DTD element.'",libexpat12.2.6-2+deb10u12.2.6-2+deb10u3debCVE-2022-25313Medium
libexpat1,2.2.6-2+deb10u1, ,deb,CVE-2013-0340,Negligible,2014-01-21T18:55:09.117,"'expat 2.1.0 and earlier does not properly handle entities expansion unless an application developer uses the XML_SetEntityDeclHandler function, which allows remote attackers to cause a denial of service (resource consumption), send HTTP requests to intranet servers, or read arbitrary files via a crafted XML document, aka an XML External Entity (XXE) issue.  NOTE: it could be argued that because expat already provides the ability to disable external entity expansion, the responsibility for resolving this issue lies with application developers; according to this argument, this entry should be REJECTed, and each affected application would need its own CVE.'",libexpat12.2.6-2+deb10u1 debCVE-2013-0340Negligible
libglib2.0-0,2.58.3-2+deb10u2,2.58.3-2+deb10u5,deb,CVE-2023-29499,High,2023-09-14T20:15:09.420,"'A flaw was found in GLib. GVariant deserialization fails to validate that the input conforms to the expected format, leading to denial of service.'",libglib2.0-02.58.3-2+deb10u22.58.3-2+deb10u5debCVE-2023-29499High
libglib2.0-0,2.58.3-2+deb10u2,2.58.3-2+deb10u3,deb,CVE-2021-27219,High,2021-02-15T17:15:13.137,'An issue was discovered in GNOME GLib before 2.66.6 and 2.67.x before 2.67.3. The function g_bytes_new has an integer overflow on 64-bit platforms due to an implicit cast from 64 bits to 32 bits. The overflow could potentially lead to memory corruption.',libglib2.0-02.58.3-2+deb10u22.58.3-2+deb10u3debCVE-2021-27219High
libglib2.0-0,2.58.3-2+deb10u2,2.58.3-2+deb10u3,deb,CVE-2021-27218,High,2021-02-15T17:15:13.073,"'An issue was discovered in GNOME GLib before 2.66.7 and 2.67.x before 2.67.4. If g_byte_array_new_take() was called with a buffer of 4GB or more on a 64-bit platform, the length would be truncated modulo 2**32, causing unintended length truncation.'",libglib2.0-02.58.3-2+deb10u22.58.3-2+deb10u3debCVE-2021-27218High
libglib2.0-0,2.58.3-2+deb10u2,2.58.3-2+deb10u5,deb,CVE-2023-32665,Medium,2023-09-14T20:15:09.883,"'A flaw was found in GLib. GVariant deserialization is vulnerable to an exponential blowup issue where a crafted GVariant can cause excessive processing, leading to denial of service.'",libglib2.0-02.58.3-2+deb10u22.58.3-2+deb10u5debCVE-2023-32665Medium
libglib2.0-0,2.58.3-2+deb10u2,2.58.3-2+deb10u5,deb,CVE-2023-32611,Medium,2023-09-14T20:15:09.550,"'A flaw was found in GLib. GVariant deserialization is vulnerable to a slowdown issue where a crafted GVariant can cause excessive processing, leading to denial of service.'",libglib2.0-02.58.3-2+deb10u22.58.3-2+deb10u5debCVE-2023-32611Medium
libglib2.0-0,2.58.3-2+deb10u2,2.58.3-2+deb10u4,deb,CVE-2021-3800,Medium,2022-08-23T16:15:09.980,"'A flaw was found in glib before version 2.63.6. Due to random charset alias, pkexec can leak content from files owned by privileged users to unprivileged ones under the right condition.'",libglib2.0-02.58.3-2+deb10u22.58.3-2+deb10u4debCVE-2021-3800Medium
libglib2.0-0,2.58.3-2+deb10u2,2.58.3-2+deb10u3,deb,CVE-2021-28153,Medium,2021-03-11T22:15:12.777,"'An issue was discovered in GNOME GLib before 2.66.8. When g_file_replace() is used with G_FILE_CREATE_REPLACE_DESTINATION to replace a path that is a dangling symlink, it incorrectly also creates the target of the symlink as an empty file, which could conceivably have security relevance if the symlink is attacker-controlled. (If the path is a symlink to a file that already exists, then the contents of that file correctly remain unchanged.)'",libglib2.0-02.58.3-2+deb10u22.58.3-2+deb10u3debCVE-2021-28153Medium
libglib2.0-0,2.58.3-2+deb10u2, ,deb,CVE-2020-35457,Negligible,2020-12-14T23:15:12.173,"'GNOME GLib before 2.65.3 has an integer overflow, that might lead to an out-of-bounds write, in g_option_group_add_entries. NOTE: the vendor\'s position is ""Realistically this is not a security issue. The standard pattern is for callers to provide a static list of option entries in a fixed number of calls to g_option_group_add_entries()."" The researcher states that this pattern is undocumented'",libglib2.0-02.58.3-2+deb10u2 debCVE-2020-35457Negligible
libglib2.0-0,2.58.3-2+deb10u2, ,deb,CVE-2012-0039,Negligible,2012-01-14T17:55:01.257,"'GLib 2.31.8 and earlier, when the g_str_hash function is used, computes hash values without restricting the ability to trigger hash collisions predictably, which allows context-dependent attackers to cause a denial of service (CPU consumption) via crafted input to an application that maintains a hash table. NOTE: this issue may be disputed by the vendor; the existence of the g_str_hash function is not a vulnerability in the library, because callers of g_hash_table_new and g_hash_table_new_full can specify an arbitrary hash function that is appropriate for the application.'",libglib2.0-02.58.3-2+deb10u2 debCVE-2012-0039Negligible
libgssapi-krb5-2,1.17-3,1.17-3+deb10u2,deb,CVE-2021-36222,High,2021-07-22T18:15:23.337,'ec_verify in kdc/kdc_preauth_ec.c in the Key Distribution Center (KDC) in MIT Kerberos 5 (aka krb5) before 1.18.4 and 1.19.x before 1.19.2 allows remote attackers to cause a NULL pointer dereference and daemon crash. This occurs because a return value is not properly managed in a certain situation.',libgssapi-krb5-21.17-31.17-3+deb10u2debCVE-2021-36222High
libk5crypto3,1.17-3,1.17-3+deb10u2,deb,CVE-2021-36222,High,2021-07-22T18:15:23.337,'ec_verify in kdc/kdc_preauth_ec.c in the Key Distribution Center (KDC) in MIT Kerberos 5 (aka krb5) before 1.18.4 and 1.19.x before 1.19.2 allows remote attackers to cause a NULL pointer dereference and daemon crash. This occurs because a return value is not properly managed in a certain situation.',libk5crypto31.17-31.17-3+deb10u2debCVE-2021-36222High
libkrb5-3,1.17-3,1.17-3+deb10u2,deb,CVE-2021-36222,High,2021-07-22T18:15:23.337,'ec_verify in kdc/kdc_preauth_ec.c in the Key Distribution Center (KDC) in MIT Kerberos 5 (aka krb5) before 1.18.4 and 1.19.x before 1.19.2 allows remote attackers to cause a NULL pointer dereference and daemon crash. This occurs because a return value is not properly managed in a certain situation.',libkrb5-31.17-31.17-3+deb10u2debCVE-2021-36222High
libkrb5support0,1.17-3,1.17-3+deb10u2,deb,CVE-2021-36222,High,2021-07-22T18:15:23.337,'ec_verify in kdc/kdc_preauth_ec.c in the Key Distribution Center (KDC) in MIT Kerberos 5 (aka krb5) before 1.18.4 and 1.19.x before 1.19.2 allows remote attackers to cause a NULL pointer dereference and daemon crash. This occurs because a return value is not properly managed in a certain situation.',libkrb5support01.17-31.17-3+deb10u2debCVE-2021-36222High
libgssapi-krb5-2,1.17-3,1.17-3+deb10u1,deb,CVE-2020-28196,High,2020-11-06T08:15:13.860,'MIT Kerberos 5 (aka krb5) before 1.17.2 and 1.18.x before 1.18.3 allows unbounded recursion via an ASN.1-encoded Kerberos message because the lib/krb5/asn.1/asn1_encode.c support for BER indefinite lengths lacks a recursion limit.',libgssapi-krb5-21.17-31.17-3+deb10u1debCVE-2020-28196High
libk5crypto3,1.17-3,1.17-3+deb10u1,deb,CVE-2020-28196,High,2020-11-06T08:15:13.860,'MIT Kerberos 5 (aka krb5) before 1.17.2 and 1.18.x before 1.18.3 allows unbounded recursion via an ASN.1-encoded Kerberos message because the lib/krb5/asn.1/asn1_encode.c support for BER indefinite lengths lacks a recursion limit.',libk5crypto31.17-31.17-3+deb10u1debCVE-2020-28196High
libkrb5-3,1.17-3,1.17-3+deb10u1,deb,CVE-2020-28196,High,2020-11-06T08:15:13.860,'MIT Kerberos 5 (aka krb5) before 1.17.2 and 1.18.x before 1.18.3 allows unbounded recursion via an ASN.1-encoded Kerberos message because the lib/krb5/asn.1/asn1_encode.c support for BER indefinite lengths lacks a recursion limit.',libkrb5-31.17-31.17-3+deb10u1debCVE-2020-28196High
libkrb5support0,1.17-3,1.17-3+deb10u1,deb,CVE-2020-28196,High,2020-11-06T08:15:13.860,'MIT Kerberos 5 (aka krb5) before 1.17.2 and 1.18.x before 1.18.3 allows unbounded recursion via an ASN.1-encoded Kerberos message because the lib/krb5/asn.1/asn1_encode.c support for BER indefinite lengths lacks a recursion limit.',libkrb5support01.17-31.17-3+deb10u1debCVE-2020-28196High
libicu63,63.1-6+deb10u1,63.1-6+deb10u2,deb,CVE-2020-21913,Medium,2021-09-20T14:15:08.160,'International Components for Unicode (ICU-20850) v66.1 was discovered to contain a use after free bug in the pkg_createWithAssemblyCode function in the file tools/pkgdata/pkgdata.cpp.',libicu6363.1-6+deb10u163.1-6+deb10u2debCVE-2020-21913Medium
libldap-2.4-2,2.4.47+dfsg-3+deb10u2,2.4.47+dfsg-3+deb10u7,deb,CVE-2022-29155,Critical,2022-05-04T20:15:07.690,"'In OpenLDAP 2.x before 2.5.12 and 2.6.x before 2.6.2, a SQL injection vulnerability exists in the experimental back-sql backend to slapd, via a SQL statement within an LDAP query. This can occur during an LDAP search operation when the search filter is processed, due to a lack of proper escaping.'",libldap-2.4-22.4.47+dfsg-3+deb10u22.4.47+dfsg-3+deb10u7debCVE-2022-29155Critical
libldap-common,2.4.47+dfsg-3+deb10u2,2.4.47+dfsg-3+deb10u7,deb,CVE-2022-29155,Critical,2022-05-04T20:15:07.690,"'In OpenLDAP 2.x before 2.5.12 and 2.6.x before 2.6.2, a SQL injection vulnerability exists in the experimental back-sql backend to slapd, via a SQL statement within an LDAP query. This can occur during an LDAP search operation when the search filter is processed, due to a lack of proper escaping.'",libldap-common2.4.47+dfsg-3+deb10u22.4.47+dfsg-3+deb10u7debCVE-2022-29155Critical
libldap-2.4-2,2.4.47+dfsg-3+deb10u2,(won't fix),deb,CVE-2023-2953,High,2023-05-30T22:15:10.613,'A vulnerability was found in openldap. This security flaw causes a null pointer dereference in ber_memalloc_x() function.',libldap-2.4-22.4.47+dfsg-3+deb10u2(won't fix)debCVE-2023-2953High
libldap-common,2.4.47+dfsg-3+deb10u2,(won't fix),deb,CVE-2023-2953,High,2023-05-30T22:15:10.613,'A vulnerability was found in openldap. This security flaw causes a null pointer dereference in ber_memalloc_x() function.',libldap-common2.4.47+dfsg-3+deb10u2(won't fix)debCVE-2023-2953High
libldap-2.4-2,2.4.47+dfsg-3+deb10u2,2.4.47+dfsg-3+deb10u6,deb,CVE-2021-27212,High,2021-02-14T03:15:12.957,"'In OpenLDAP through 2.4.57 and 2.5.x through 2.5.1alpha, an assertion failure in slapd can occur in the issuerAndThisUpdateCheck function via a crafted packet, resulting in a denial of service (daemon exit) via a short timestamp. This is related to schema_init.c and checkTime.'",libldap-2.4-22.4.47+dfsg-3+deb10u22.4.47+dfsg-3+deb10u6debCVE-2021-27212High
libldap-common,2.4.47+dfsg-3+deb10u2,2.4.47+dfsg-3+deb10u6,deb,CVE-2021-27212,High,2021-02-14T03:15:12.957,"'In OpenLDAP through 2.4.57 and 2.5.x through 2.5.1alpha, an assertion failure in slapd can occur in the issuerAndThisUpdateCheck function via a crafted packet, resulting in a denial of service (daemon exit) via a short timestamp. This is related to schema_init.c and checkTime.'",libldap-common2.4.47+dfsg-3+deb10u22.4.47+dfsg-3+deb10u6debCVE-2021-27212High
libldap-2.4-2,2.4.47+dfsg-3+deb10u2,2.4.47+dfsg-3+deb10u5,deb,CVE-2020-36230,High,2021-01-26T18:15:57.350,"'A flaw was discovered in OpenLDAP before 2.4.57 leading in an assertion failure in slapd in the X.509 DN parsing in decode.c ber_next_element, resulting in denial of service.'",libldap-2.4-22.4.47+dfsg-3+deb10u22.4.47+dfsg-3+deb10u5debCVE-2020-36230High
libldap-common,2.4.47+dfsg-3+deb10u2,2.4.47+dfsg-3+deb10u5,deb,CVE-2020-36230,High,2021-01-26T18:15:57.350,"'A flaw was discovered in OpenLDAP before 2.4.57 leading in an assertion failure in slapd in the X.509 DN parsing in decode.c ber_next_element, resulting in denial of service.'",libldap-common2.4.47+dfsg-3+deb10u22.4.47+dfsg-3+deb10u5debCVE-2020-36230High
libldap-2.4-2,2.4.47+dfsg-3+deb10u2,2.4.47+dfsg-3+deb10u5,deb,CVE-2020-36229,High,2021-01-26T18:15:57.287,"'A flaw was discovered in ldap_X509dn2bv in OpenLDAP before 2.4.57 leading to a slapd crash in the X.509 DN parsing in ad_keystring, resulting in denial of service.'",libldap-2.4-22.4.47+dfsg-3+deb10u22.4.47+dfsg-3+deb10u5debCVE-2020-36229High
libldap-common,2.4.47+dfsg-3+deb10u2,2.4.47+dfsg-3+deb10u5,deb,CVE-2020-36229,High,2021-01-26T18:15:57.287,"'A flaw was discovered in ldap_X509dn2bv in OpenLDAP before 2.4.57 leading to a slapd crash in the X.509 DN parsing in ad_keystring, resulting in denial of service.'",libldap-common2.4.47+dfsg-3+deb10u22.4.47+dfsg-3+deb10u5debCVE-2020-36229High
libldap-2.4-2,2.4.47+dfsg-3+deb10u2,2.4.47+dfsg-3+deb10u5,deb,CVE-2020-36228,High,2021-01-26T18:15:57.223,"'An integer underflow was discovered in OpenLDAP before 2.4.57 leading to a slapd crash in the Certificate List Exact Assertion processing, resulting in denial of service.'",libldap-2.4-22.4.47+dfsg-3+deb10u22.4.47+dfsg-3+deb10u5debCVE-2020-36228High
libldap-common,2.4.47+dfsg-3+deb10u2,2.4.47+dfsg-3+deb10u5,deb,CVE-2020-36228,High,2021-01-26T18:15:57.223,"'An integer underflow was discovered in OpenLDAP before 2.4.57 leading to a slapd crash in the Certificate List Exact Assertion processing, resulting in denial of service.'",libldap-common2.4.47+dfsg-3+deb10u22.4.47+dfsg-3+deb10u5debCVE-2020-36228High
libldap-2.4-2,2.4.47+dfsg-3+deb10u2,2.4.47+dfsg-3+deb10u5,deb,CVE-2020-36227,High,2021-01-26T18:15:57.160,"'A flaw was discovered in OpenLDAP before 2.4.57 leading to an infinite loop in slapd with the cancel_extop Cancel operation, resulting in denial of service.'",libldap-2.4-22.4.47+dfsg-3+deb10u22.4.47+dfsg-3+deb10u5debCVE-2020-36227High
libldap-common,2.4.47+dfsg-3+deb10u2,2.4.47+dfsg-3+deb10u5,deb,CVE-2020-36227,High,2021-01-26T18:15:57.160,"'A flaw was discovered in OpenLDAP before 2.4.57 leading to an infinite loop in slapd with the cancel_extop Cancel operation, resulting in denial of service.'",libldap-common2.4.47+dfsg-3+deb10u22.4.47+dfsg-3+deb10u5debCVE-2020-36227High
libldap-2.4-2,2.4.47+dfsg-3+deb10u2,2.4.47+dfsg-3+deb10u5,deb,CVE-2020-36226,High,2021-01-26T18:15:57.100,"'A flaw was discovered in OpenLDAP before 2.4.57 leading to a memch->bv_len miscalculation and slapd crash in the saslAuthzTo processing, resulting in denial of service.'",libldap-2.4-22.4.47+dfsg-3+deb10u22.4.47+dfsg-3+deb10u5debCVE-2020-36226High
libldap-common,2.4.47+dfsg-3+deb10u2,2.4.47+dfsg-3+deb10u5,deb,CVE-2020-36226,High,2021-01-26T18:15:57.100,"'A flaw was discovered in OpenLDAP before 2.4.57 leading to a memch->bv_len miscalculation and slapd crash in the saslAuthzTo processing, resulting in denial of service.'",libldap-common2.4.47+dfsg-3+deb10u22.4.47+dfsg-3+deb10u5debCVE-2020-36226High
libldap-2.4-2,2.4.47+dfsg-3+deb10u2,2.4.47+dfsg-3+deb10u5,deb,CVE-2020-36225,High,2021-01-26T18:15:57.037,"'A flaw was discovered in OpenLDAP before 2.4.57 leading to a double free and slapd crash in the saslAuthzTo processing, resulting in denial of service.'",libldap-2.4-22.4.47+dfsg-3+deb10u22.4.47+dfsg-3+deb10u5debCVE-2020-36225High
libldap-common,2.4.47+dfsg-3+deb10u2,2.4.47+dfsg-3+deb10u5,deb,CVE-2020-36225,High,2021-01-26T18:15:57.037,"'A flaw was discovered in OpenLDAP before 2.4.57 leading to a double free and slapd crash in the saslAuthzTo processing, resulting in denial of service.'",libldap-common2.4.47+dfsg-3+deb10u22.4.47+dfsg-3+deb10u5debCVE-2020-36225High
libldap-2.4-2,2.4.47+dfsg-3+deb10u2,2.4.47+dfsg-3+deb10u5,deb,CVE-2020-36224,High,2021-01-26T18:15:56.973,"'A flaw was discovered in OpenLDAP before 2.4.57 leading to an invalid pointer free and slapd crash in the saslAuthzTo processing, resulting in denial of service.'",libldap-2.4-22.4.47+dfsg-3+deb10u22.4.47+dfsg-3+deb10u5debCVE-2020-36224High
libldap-common,2.4.47+dfsg-3+deb10u2,2.4.47+dfsg-3+deb10u5,deb,CVE-2020-36224,High,2021-01-26T18:15:56.973,"'A flaw was discovered in OpenLDAP before 2.4.57 leading to an invalid pointer free and slapd crash in the saslAuthzTo processing, resulting in denial of service.'",libldap-common2.4.47+dfsg-3+deb10u22.4.47+dfsg-3+deb10u5debCVE-2020-36224High
libldap-2.4-2,2.4.47+dfsg-3+deb10u2,2.4.47+dfsg-3+deb10u5,deb,CVE-2020-36223,High,2021-01-26T18:15:56.867,"'A flaw was discovered in OpenLDAP before 2.4.57 leading to a slapd crash in the Values Return Filter control handling, resulting in denial of service (double free and out-of-bounds read).'",libldap-2.4-22.4.47+dfsg-3+deb10u22.4.47+dfsg-3+deb10u5debCVE-2020-36223High
libldap-common,2.4.47+dfsg-3+deb10u2,2.4.47+dfsg-3+deb10u5,deb,CVE-2020-36223,High,2021-01-26T18:15:56.867,"'A flaw was discovered in OpenLDAP before 2.4.57 leading to a slapd crash in the Values Return Filter control handling, resulting in denial of service (double free and out-of-bounds read).'",libldap-common2.4.47+dfsg-3+deb10u22.4.47+dfsg-3+deb10u5debCVE-2020-36223High
libldap-2.4-2,2.4.47+dfsg-3+deb10u2,2.4.47+dfsg-3+deb10u5,deb,CVE-2020-36222,High,2021-01-26T18:15:56.770,"'A flaw was discovered in OpenLDAP before 2.4.57 leading to an assertion failure in slapd in the saslAuthzTo validation, resulting in denial of service.'",libldap-2.4-22.4.47+dfsg-3+deb10u22.4.47+dfsg-3+deb10u5debCVE-2020-36222High
libldap-common,2.4.47+dfsg-3+deb10u2,2.4.47+dfsg-3+deb10u5,deb,CVE-2020-36222,High,2021-01-26T18:15:56.770,"'A flaw was discovered in OpenLDAP before 2.4.57 leading to an assertion failure in slapd in the saslAuthzTo validation, resulting in denial of service.'",libldap-common2.4.47+dfsg-3+deb10u22.4.47+dfsg-3+deb10u5debCVE-2020-36222High
libldap-2.4-2,2.4.47+dfsg-3+deb10u2,2.4.47+dfsg-3+deb10u5,deb,CVE-2020-36221,High,2021-01-26T18:15:56.693,"'An integer underflow was discovered in OpenLDAP before 2.4.57 leading to slapd crashes in the Certificate Exact Assertion processing, resulting in denial of service (schema_init.c serialNumberAndIssuerCheck).'",libldap-2.4-22.4.47+dfsg-3+deb10u22.4.47+dfsg-3+deb10u5debCVE-2020-36221High
libldap-common,2.4.47+dfsg-3+deb10u2,2.4.47+dfsg-3+deb10u5,deb,CVE-2020-36221,High,2021-01-26T18:15:56.693,"'An integer underflow was discovered in OpenLDAP before 2.4.57 leading to slapd crashes in the Certificate Exact Assertion processing, resulting in denial of service (schema_init.c serialNumberAndIssuerCheck).'",libldap-common2.4.47+dfsg-3+deb10u22.4.47+dfsg-3+deb10u5debCVE-2020-36221High
libldap-2.4-2,2.4.47+dfsg-3+deb10u2,2.4.47+dfsg-3+deb10u4,deb,CVE-2020-25710,High,2021-05-28T11:15:07.593,'A flaw was found in OpenLDAP in versions before 2.4.56. This flaw allows an attacker who sends a malicious packet processed by OpenLDAP to force a failed assertion in csnNormalize23(). The highest threat from this vulnerability is to system availability.',libldap-2.4-22.4.47+dfsg-3+deb10u22.4.47+dfsg-3+deb10u4debCVE-2020-25710High
